,gene,freq,type,pam
15742,PRKCH,6,RNA,Original
15743,PRKCI,6,RNA,Original
15744,PRKCQ,6,RNA,Original
15745,PRKCSH,6,RNA,Original
15746,PRKCZ,6,RNA,Original
15747,PRKD1,6,RNA,Original
15748,PRKD2,6,RNA,Original
15749,PRKD3,6,RNA,Original
15750,PRKDC,6,RNA,Original
15751,PRKG1,6,RNA,Original
15752,PRKG2,6,RNA,Original
15753,PRKRA,6,RNA,Original
15754,PRKRIP1,6,RNA,Original
15755,PRKRIR,6,RNA,Original
15756,PRKX,6,RNA,Original
15757,PRL,6,RNA,Original
15758,PRLH,6,RNA,Original
15759,PRLHR,6,RNA,Original
15760,PRLR,6,RNA,Original
15761,PRM1,6,RNA,Original
15762,PRM2,6,RNA,Original
15763,PRM3,6,RNA,Original
15764,PRMT1,6,RNA,Original
15765,PRMT10,6,RNA,Original
15766,PRMT2,6,RNA,Original
15767,PRMT3,6,RNA,Original
15768,PRMT5,6,RNA,Original
15769,PRMT6,6,RNA,Original
15770,PRMT7,6,RNA,Original
15771,PRMT8,6,RNA,Original
15772,PRND,6,RNA,Original
15773,PRNP,6,RNA,Original
15774,PROB1,6,RNA,Original
15775,PROC,6,RNA,Original
15776,PROCA1,6,RNA,Original
15777,PROCR,6,RNA,Original
15778,PRODH,6,RNA,Original
15779,PRODH2,6,RNA,Original
15780,PROK1,6,RNA,Original
15781,PROK2,6,RNA,Original
15782,PROKR1,6,RNA,Original
15783,PROKR2,6,RNA,Original
15784,PROL1,6,RNA,Original
15785,PROM1,6,RNA,Original
15786,PROM2,6,RNA,Original
15787,PROP1,6,RNA,Original
15788,PROS1,6,RNA,Original
15789,PROSC,6,RNA,Original
15790,PROSER1,6,RNA,Original
15791,PROSER2,6,RNA,Original
15792,PROX1,6,RNA,Original
15793,PROX2,6,RNA,Original
15794,PROZ,6,RNA,Original
15795,PRPF18,6,RNA,Original
15796,PRPF19,6,RNA,Original
15797,PRPF3,6,RNA,Original
15798,PRPF31,6,RNA,Original
15799,PRPF38A,6,RNA,Original
15800,PRPF38B,6,RNA,Original
15801,PRPF39,6,RNA,Original
15802,PRPF4,6,RNA,Original
15803,PRPF40A,6,RNA,Original
15804,PRPF40B,6,RNA,Original
15805,PRPF4B,6,RNA,Original
15806,PRPF6,6,RNA,Original
15807,PRPF8,6,RNA,Original
15808,PRPH,6,RNA,Original
15809,PRPH2,6,RNA,Original
15810,PRPS1,6,RNA,Original
15811,PRPS1L1,6,RNA,Original
15812,PRPS2,6,RNA,Original
15813,PRPSAP1,6,RNA,Original
15814,PRPSAP2,6,RNA,Original
15815,PRR11,6,RNA,Original
15816,PRR12,6,RNA,Original
15817,PRR13,6,RNA,Original
15818,PRR14,6,RNA,Original
15819,PRR14L,6,RNA,Original
15820,PRR15,6,RNA,Original
15821,PRR15L,6,RNA,Original
15822,PRR16,6,RNA,Original
15823,PRR18,6,RNA,Original
15824,PRR19,6,RNA,Original
15825,PRR20A,6,RNA,Original
15826,PRR20B,6,RNA,Original
15827,PRR20C,6,RNA,Original
15828,PRR20D,6,RNA,Original
15829,PRR20E,6,RNA,Original
15830,PRR21,6,RNA,Original
15831,PRR22,6,RNA,Original
15832,PRR23A,6,RNA,Original
15833,PRR23B,6,RNA,Original
15834,PRR23C,6,RNA,Original
15835,PRR24,6,RNA,Original
15836,PRR25,6,RNA,Original
15837,PRR3,6,RNA,Original
15838,PRR4,6,RNA,Original
15839,PRR5,6,RNA,Original
15840,PRR5-ARHGAP8,6,RNA,Original
15841,PRR5L,6,RNA,Original
15842,PRR7,6,RNA,Original
15843,PRR9,6,RNA,Original
15844,PRRC1,6,RNA,Original
15845,PRRC2A,6,RNA,Original
15846,PRRC2B,6,RNA,Original
15847,PRRC2C,6,RNA,Original
15848,PRRG1,6,RNA,Original
15849,PRRG2,6,RNA,Original
15850,PRRG3,6,RNA,Original
15851,PRRG4,6,RNA,Original
15852,PRRT1,6,RNA,Original
15853,PRRT2,6,RNA,Original
15854,PRRT3,6,RNA,Original
15855,PRRT4,6,RNA,Original
15856,PRRX1,6,RNA,Original
15857,PRRX2,6,RNA,Original
15858,PRSS1,6,RNA,Original
15859,PRSS12,6,RNA,Original
15860,PRSS16,6,RNA,Original
15861,PRSS2,6,RNA,Original
15862,PRSS21,6,RNA,Original
15863,PRSS22,6,RNA,Original
15864,PRSS23,6,RNA,Original
15865,PRSS27,6,RNA,Original
15866,PRSS3,6,RNA,Original
15867,PRSS33,6,RNA,Original
15868,PRSS35,6,RNA,Original
15869,PRSS36,6,RNA,Original
15870,PRSS37,6,RNA,Original
15871,PRSS38,6,RNA,Original
15872,PRSS42,6,RNA,Original
15873,PRSS45,6,RNA,Original
15874,PRSS46,6,RNA,Original
15875,PRSS48,6,RNA,Original
15876,PRSS50,6,RNA,Original
15877,PRSS53,6,RNA,Original
15878,PRSS54,6,RNA,Original
15879,PRSS55,6,RNA,Original
15880,PRSS56,6,RNA,Original
15881,PRSS57,6,RNA,Original
15882,PRSS58,6,RNA,Original
15883,PRSS8,6,RNA,Original
15884,PRTFDC1,6,RNA,Original
15885,PRTG,6,RNA,Original
15886,PRTN3,6,RNA,Original
15887,PRUNE,6,RNA,Original
15888,PRUNE2,6,RNA,Original
15889,PRX,6,RNA,Original
15890,PRY,6,RNA,Original
15891,PRY2,6,RNA,Original
15892,PSAP,6,RNA,Original
15893,PSAPL1,6,RNA,Original
15894,PSAT1,6,RNA,Original
15895,PSCA,6,RNA,Original
15896,PSD,6,RNA,Original
15897,PSD2,6,RNA,Original
15898,PSD3,6,RNA,Original
15899,PSD4,6,RNA,Original
15900,PSEN1,6,RNA,Original
15901,PSEN2,6,RNA,Original
15902,PSENEN,6,RNA,Original
15903,PSG1,6,RNA,Original
15904,PSG11,6,RNA,Original
15905,PSG2,6,RNA,Original
15906,PSG3,6,RNA,Original
15907,PSG4,6,RNA,Original
15908,PSG5,6,RNA,Original
15909,PSG6,6,RNA,Original
15910,PSG8,6,RNA,Original
15911,PSG9,6,RNA,Original
15912,PSIP1,6,RNA,Original
15913,PSKH1,6,RNA,Original
15914,PSKH2,6,RNA,Original
15915,PSMA1,6,RNA,Original
15916,PSMA2,6,RNA,Original
15917,PSMA3,6,RNA,Original
15918,PSMA4,6,RNA,Original
15919,PSMA5,6,RNA,Original
15920,PSMA6,6,RNA,Original
15921,PSMA7,6,RNA,Original
15922,PSMA8,6,RNA,Original
15923,PSMB1,6,RNA,Original
15924,PSMB10,6,RNA,Original
15925,PSMB11,6,RNA,Original
15926,PSMB2,6,RNA,Original
15927,PSMB3,6,RNA,Original
15928,PSMB4,6,RNA,Original
15929,PSMB5,6,RNA,Original
15930,PSMB6,6,RNA,Original
15931,PSMB7,6,RNA,Original
15932,PSMB8,6,RNA,Original
15933,PSMB9,6,RNA,Original
15934,PSMC1,6,RNA,Original
15935,PSMC2,6,RNA,Original
15936,PSMC3,6,RNA,Original
15937,PSMC3IP,6,RNA,Original
15938,PSMC4,6,RNA,Original
15939,PSMC5,6,RNA,Original
15940,PSMC6,6,RNA,Original
15941,PSMD1,6,RNA,Original
15942,PSMD10,6,RNA,Original
15943,PSMD11,6,RNA,Original
15944,PSMD12,6,RNA,Original
15945,PSMD13,6,RNA,Original
15946,PSMD14,6,RNA,Original
15947,PSMD2,6,RNA,Original
15948,PSMD3,6,RNA,Original
15949,PSMD4,6,RNA,Original
15950,PSMD5,6,RNA,Original
15951,PSMD6,6,RNA,Original
15952,PSMD7,6,RNA,Original
15953,PSMD8,6,RNA,Original
15954,PSMD9,6,RNA,Original
15955,PSME1,6,RNA,Original
15956,PSME2,6,RNA,Original
15957,PSME3,6,RNA,Original
15958,PSME4,6,RNA,Original
15959,PSMF1,6,RNA,Original
15960,PSMG1,6,RNA,Original
15961,PSMG2,6,RNA,Original
15962,PSMG3,6,RNA,Original
15963,PSMG4,6,RNA,Original
15964,PSORS1C1,6,RNA,Original
15965,PSORS1C2,6,RNA,Original
15966,PSPC1,6,RNA,Original
15967,PSPH,6,RNA,Original
15968,PSPN,6,RNA,Original
15969,PSRC1,6,RNA,Original
15970,PSTK,6,RNA,Original
15971,PSTPIP1,6,RNA,Original
15972,PSTPIP2,6,RNA,Original
15973,PTAFR,6,RNA,Original
15974,PTAR1,6,RNA,Original
15975,PTBP1,6,RNA,Original
15976,PTBP2,6,RNA,Original
15977,PTBP3,6,RNA,Original
15978,PTCD1,6,RNA,Original
15979,PTCD2,6,RNA,Original
15980,PTCD3,6,RNA,Original
15981,PTCH1,6,RNA,Original
15982,PTCH2,6,RNA,Original
15983,PTCHD1,6,RNA,Original
15984,PTCHD2,6,RNA,Original
15985,PTCHD3,6,RNA,Original
15986,PTCHD4,6,RNA,Original
15987,PTCRA,6,RNA,Original
15988,PTDSS1,6,RNA,Original
15989,PTDSS2,6,RNA,Original
15990,PTEN,6,RNA,Original
15991,PTER,6,RNA,Original
15992,PTF1A,6,RNA,Original
15993,PTGDR,6,RNA,Original
15994,PTGDR2,6,RNA,Original
15995,PTGDS,6,RNA,Original
15996,PTGER1,6,RNA,Original
15997,PTGER2,6,RNA,Original
15998,PTGER3,6,RNA,Original
15999,PTGER4,6,RNA,Original
16000,PTGES,6,RNA,Original
16001,PTGES2,6,RNA,Original
16002,PTGES3,6,RNA,Original
16003,PTGES3L,6,RNA,Original
16004,PTGES3L-AARSD1,6,RNA,Original
16005,PTGFR,6,RNA,Original
16006,PTGFRN,6,RNA,Original
16007,PTGIR,6,RNA,Original
16008,PTGIS,6,RNA,Original
16009,PTGR1,6,RNA,Original
16010,PTGR2,6,RNA,Original
16011,PTGS1,6,RNA,Original
16012,PTGS2,6,RNA,Original
16013,PTH,6,RNA,Original
16014,PTH1R,6,RNA,Original
16015,PTH2,6,RNA,Original
16016,PTH2R,6,RNA,Original
16017,PTHLH,6,RNA,Original
16018,PTK2,6,RNA,Original
16019,PTK2B,6,RNA,Original
16020,PTK6,6,RNA,Original
16021,PTK7,6,RNA,Original
16022,PTMA,6,RNA,Original
16023,PTMS,6,RNA,Original
16024,PTN,6,RNA,Original
16025,PTOV1,6,RNA,Original
16026,PTP4A1,6,RNA,Original
16027,PTP4A2,6,RNA,Original
16028,PTP4A3,6,RNA,Original
16029,PTPDC1,6,RNA,Original
16030,PTPLA,6,RNA,Original
16031,PTPLAD1,6,RNA,Original
16032,PTPLAD2,6,RNA,Original
16033,PTPLB,6,RNA,Original
16034,PTPMT1,6,RNA,Original
16035,PTPN1,6,RNA,Original
16036,PTPN11,6,RNA,Original
16037,PTPN12,5,RNA,Original
16038,PTPN13,6,RNA,Original
16039,PTPN14,6,RNA,Original
16040,PTPN18,6,RNA,Original
16041,PTPN2,6,RNA,Original
16042,PTPN20A,6,RNA,Original
16043,PTPN20B,6,RNA,Original
16044,PTPN21,6,RNA,Original
16045,PTPN22,6,RNA,Original
16046,PTPN23,6,RNA,Original
16047,PTPN3,6,RNA,Original
16048,PTPN4,6,RNA,Original
16049,PTPN5,6,RNA,Original
16050,PTPN6,6,RNA,Original
16051,PTPN7,6,RNA,Original
16052,PTPN9,6,RNA,Original
16053,PTPRA,6,RNA,Original
16054,PTPRB,6,RNA,Original
16055,PTPRC,6,RNA,Original
16056,PTPRCAP,6,RNA,Original
16057,PTPRD,6,RNA,Original
16058,PTPRE,6,RNA,Original
16059,PTPRF,6,RNA,Original
16060,PTPRG,6,RNA,Original
16061,PTPRH,6,RNA,Original
16062,PTPRJ,6,RNA,Original
16063,PTPRK,6,RNA,Original
16064,PTPRM,6,RNA,Original
16065,PTPRN,6,RNA,Original
16066,PTPRN2,6,RNA,Original
16067,PTPRO,6,RNA,Original
16068,PTPRQ,6,RNA,Original
16069,PTPRR,6,RNA,Original
16070,PTPRS,6,RNA,Original
16071,PTPRT,6,RNA,Original
16072,PTPRU,6,RNA,Original
16073,PTPRZ1,6,RNA,Original
16074,PTRF,6,RNA,Original
16075,PTRH1,6,RNA,Original
16076,PTRH2,6,RNA,Original
16077,PTRHD1,6,RNA,Original
16078,PTS,6,RNA,Original
16079,PTTG1,6,RNA,Original
16080,PTTG1IP,6,RNA,Original
16081,PTTG2,6,RNA,Original
16082,PTX3,6,RNA,Original
16083,PTX4,6,RNA,Original
16084,PUF60,6,RNA,Original
16085,PUM1,6,RNA,Original
16086,PUM2,6,RNA,Original
16087,PURA,6,RNA,Original
16088,PURB,6,RNA,Original
16089,PURG,6,RNA,Original
16090,PUS1,6,RNA,Original
16091,PUS10,6,RNA,Original
16092,PUS3,6,RNA,Original
16093,PUS7,6,RNA,Original
16094,PUS7L,6,RNA,Original
16095,PUSL1,6,RNA,Original
16096,PVALB,6,RNA,Original
16097,PVR,6,RNA,Original
16098,PVRIG,6,RNA,Original
16099,PVRL1,6,RNA,Original
16100,PVRL2,6,RNA,Original
16101,PVRL3,6,RNA,Original
16102,PVRL4,6,RNA,Original
16103,PWP1,6,RNA,Original
16104,PWP2,6,RNA,Original
16105,PWWP2A,6,RNA,Original
16106,PWWP2B,6,RNA,Original
16107,PXDC1,6,RNA,Original
16108,PXDN,6,RNA,Original
16109,PXDNL,5,RNA,Original
16110,PXK,6,RNA,Original
16111,PXMP2,6,RNA,Original
16112,PXMP4,6,RNA,Original
16113,PXN,6,RNA,Original
16114,PXT1,6,RNA,Original
16115,PYCARD,6,RNA,Original
16116,PYCR1,6,RNA,Original
16117,PYCR2,6,RNA,Original
16118,PYCRL,6,RNA,Original
16119,PYDC1,6,RNA,Original
16120,PYGB,6,RNA,Original
16121,PYGL,6,RNA,Original
16122,PYGM,6,RNA,Original
16123,PYGO1,6,RNA,Original
16124,PYGO2,6,RNA,Original
16125,PYHIN1,6,RNA,Original
16126,PYROXD1,6,RNA,Original
16127,PYROXD2,6,RNA,Original
16128,PYURF,6,RNA,Original
16129,PYY,6,RNA,Original
16130,PZP,6,RNA,Original
16131,QARS,6,RNA,Original
16132,QDPR,6,RNA,Original
16133,QKI,6,RNA,Original
16134,QPCT,6,RNA,Original
16135,QPCTL,6,RNA,Original
16136,QPRT,6,RNA,Original
16137,QRFP,6,RNA,Original
16138,QRFPR,6,RNA,Original
16139,QRICH1,6,RNA,Original
16140,QRICH2,6,RNA,Original
16141,QRSL1,6,RNA,Original
16142,QSER1,6,RNA,Original
16143,QSOX1,6,RNA,Original
16144,QSOX2,6,RNA,Original
16145,QTRT1,6,RNA,Original
16146,QTRTD1,6,RNA,Original
16147,R3HCC1,6,RNA,Original
16148,R3HCC1L,6,RNA,Original
16149,R3HDM1,6,RNA,Original
16150,R3HDM2,6,RNA,Original
16151,R3HDM4,6,RNA,Original
16152,R3HDML,6,RNA,Original
16153,RAB10,6,RNA,Original
16154,RAB11A,6,RNA,Original
16155,RAB11B,6,RNA,Original
16156,RAB11FIP1,6,RNA,Original
16157,RAB11FIP2,6,RNA,Original
16158,RAB11FIP3,6,RNA,Original
16159,RAB11FIP4,6,RNA,Original
16160,RAB11FIP5,6,RNA,Original
16161,RAB12,6,RNA,Original
16162,RAB13,6,RNA,Original
16163,RAB14,6,RNA,Original
16164,RAB15,6,RNA,Original
16165,RAB17,6,RNA,Original
16166,RAB18,6,RNA,Original
16167,RAB19,6,RNA,Original
16168,RAB1A,6,RNA,Original
16169,RAB1B,6,RNA,Original
16170,RAB20,6,RNA,Original
16171,RAB21,6,RNA,Original
16172,RAB22A,6,RNA,Original
16173,RAB23,6,RNA,Original
16174,RAB24,6,RNA,Original
16175,RAB25,6,RNA,Original
16176,RAB26,6,RNA,Original
16177,RAB27A,6,RNA,Original
16178,RAB27B,6,RNA,Original
16179,RAB28,6,RNA,Original
16180,RAB2A,6,RNA,Original
16181,RAB2B,6,RNA,Original
16182,RAB30,6,RNA,Original
16183,RAB31,6,RNA,Original
16184,RAB32,6,RNA,Original
16185,RAB33A,6,RNA,Original
16186,RAB33B,6,RNA,Original
16187,RAB34,6,RNA,Original
16188,RAB35,6,RNA,Original
16189,RAB36,6,RNA,Original
16190,RAB37,6,RNA,Original
16191,RAB38,6,RNA,Original
16192,RAB39A,6,RNA,Original
16193,RAB39B,6,RNA,Original
16194,RAB3A,6,RNA,Original
16195,RAB3B,6,RNA,Original
16196,RAB3C,6,RNA,Original
16197,RAB3D,6,RNA,Original
16198,RAB3GAP1,6,RNA,Original
16199,RAB3GAP2,6,RNA,Original
16200,RAB3IL1,6,RNA,Original
16201,RAB3IP,6,RNA,Original
16202,RAB40A,6,RNA,Original
16203,RAB40AL,6,RNA,Original
16204,RAB40B,6,RNA,Original
16205,RAB40C,6,RNA,Original
16206,RAB41,6,RNA,Original
16207,RAB42,6,RNA,Original
16208,RAB43,6,RNA,Original
16209,RAB44,6,RNA,Original
16210,RAB4A,6,RNA,Original
16211,RAB4B,6,RNA,Original
16212,RAB5A,6,RNA,Original
16213,RAB5B,6,RNA,Original
16214,RAB5C,6,RNA,Original
16215,RAB6A,6,RNA,Original
16216,RAB6B,6,RNA,Original
16217,RAB6C,6,RNA,Original
16218,RAB7A,6,RNA,Original
16219,RAB7L1,6,RNA,Original
16220,RAB8A,6,RNA,Original
16221,RAB8B,6,RNA,Original
16222,RAB9A,6,RNA,Original
16223,RAB9B,6,RNA,Original
16224,RABAC1,6,RNA,Original
16225,RABEP1,6,RNA,Original
16226,RABEP2,6,RNA,Original
16227,RABEPK,6,RNA,Original
16228,RABGAP1,6,RNA,Original
16229,RABGAP1L,6,RNA,Original
16230,RABGEF1,6,RNA,Original
16231,RABGGTA,6,RNA,Original
16232,RABGGTB,6,RNA,Original
16233,RABIF,6,RNA,Original
16234,RABL2A,6,RNA,Original
16235,RABL2B,6,RNA,Original
16236,RABL3,6,RNA,Original
16237,RABL5,6,RNA,Original
16238,RABL6,6,RNA,Original
16239,RAC1,6,RNA,Original
16240,RAC2,6,RNA,Original
16241,RAC3,6,RNA,Original
16242,RACGAP1,6,RNA,Original
16243,RAD1,6,RNA,Original
16244,RAD17,6,RNA,Original
16245,RAD18,6,RNA,Original
16246,RAD21,6,RNA,Original
16247,RAD21L1,6,RNA,Original
16248,RAD23A,6,RNA,Original
16249,RAD23B,6,RNA,Original
16250,RAD50,6,RNA,Original
16251,RAD51,6,RNA,Original
16252,RAD51AP1,6,RNA,Original
16253,RAD51AP2,6,RNA,Original
16254,RAD51B,6,RNA,Original
16255,RAD51C,6,RNA,Original
16256,RAD51D,6,RNA,Original
16257,RAD52,6,RNA,Original
16258,RAD54B,6,RNA,Original
16259,RAD54L,6,RNA,Original
16260,RAD54L2,6,RNA,Original
16261,RAD9A,6,RNA,Original
16262,RAD9B,6,RNA,Original
16263,RADIL,6,RNA,Original
16264,RAE1,6,RNA,Original
16265,RAET1E,6,RNA,Original
16266,RAET1G,6,RNA,Original
16267,RAET1L,6,RNA,Original
16268,RAF1,6,RNA,Original
16269,RAG1,6,RNA,Original
16270,RAG2,6,RNA,Original
16271,RAI1,6,RNA,Original
16272,RAI14,6,RNA,Original
16273,RAI2,6,RNA,Original
16274,RALA,6,RNA,Original
16275,RALB,6,RNA,Original
16276,RALBP1,6,RNA,Original
16277,RALGAPA1,6,RNA,Original
16278,RALGAPA2,6,RNA,Original
16279,RALGAPB,6,RNA,Original
16280,RALGDS,6,RNA,Original
16281,RALGPS1,6,RNA,Original
16282,RALGPS2,6,RNA,Original
16283,RALY,6,RNA,Original
16284,RALYL,6,RNA,Original
16285,RAMP1,6,RNA,Original
16286,RAMP2,6,RNA,Original
16287,RAMP3,6,RNA,Original
16288,RAN,6,RNA,Original
16289,RANBP1,6,RNA,Original
16290,RANBP10,6,RNA,Original
16291,RANBP17,6,RNA,Original
16292,RANBP2,6,RNA,Original
16293,RANBP3,6,RNA,Original
16294,RANBP3L,4,RNA,Original
16295,RANBP6,6,RNA,Original
16296,RANBP9,6,RNA,Original
16297,RANGAP1,6,RNA,Original
16298,RANGRF,6,RNA,Original
16299,RAP1A,6,RNA,Original
16300,RAP1B,6,RNA,Original
16301,RAP1GAP,6,RNA,Original
16302,RAP1GAP2,6,RNA,Original
16303,RAP1GDS1,6,RNA,Original
16304,RAP2A,6,RNA,Original
16305,RAP2B,6,RNA,Original
16306,RAP2C,6,RNA,Original
16307,RAPGEF1,6,RNA,Original
16308,RAPGEF2,6,RNA,Original
16309,RAPGEF3,6,RNA,Original
16310,RAPGEF4,6,RNA,Original
16311,RAPGEF5,6,RNA,Original
16312,RAPGEF6,6,RNA,Original
16313,RAPGEFL1,6,RNA,Original
16314,RAPH1,6,RNA,Original
16315,RAPSN,6,RNA,Original
16316,RARA,6,RNA,Original
16317,RARB,6,RNA,Original
16318,RARG,6,RNA,Original
16319,RARRES1,6,RNA,Original
16320,RARRES2,6,RNA,Original
16321,RARRES3,6,RNA,Original
16322,RARS,6,RNA,Original
16323,RARS2,6,RNA,Original
16324,RASA1,6,RNA,Original
16325,RASA2,6,RNA,Original
16326,RASA3,6,RNA,Original
16327,RASA4,6,RNA,Original
16328,RASA4B,6,RNA,Original
16329,RASAL1,6,RNA,Original
16330,RASAL2,6,RNA,Original
16331,RASAL3,6,RNA,Original
16332,RASD1,6,RNA,Original
16333,RASD2,6,RNA,Original
16334,RASEF,6,RNA,Original
16335,RASGEF1A,6,RNA,Original
16336,RASGEF1B,6,RNA,Original
16337,RASGEF1C,6,RNA,Original
16338,RASGRF1,6,RNA,Original
16339,RASGRF2,6,RNA,Original
16340,RASGRP1,6,RNA,Original
16341,RASGRP2,6,RNA,Original
16342,RASGRP3,6,RNA,Original
16343,RASGRP4,6,RNA,Original
16344,RASIP1,6,RNA,Original
16345,RASL10A,6,RNA,Original
16346,RASL10B,6,RNA,Original
16347,RASL11A,6,RNA,Original
16348,RASL11B,6,RNA,Original
16349,RASL12,6,RNA,Original
16350,RASSF1,6,RNA,Original
16351,RASSF2,6,RNA,Original
16352,RASSF3,6,RNA,Original
16353,RASSF4,6,RNA,Original
16354,RASSF5,6,RNA,Original
16355,RASSF6,6,RNA,Original
16356,RASSF7,6,RNA,Original
16357,RASSF8,6,RNA,Original
16358,RASSF9,6,RNA,Original
16359,RAVER1,6,RNA,Original
16360,RAVER2,6,RNA,Original
16361,RAX,6,RNA,Original
16362,RAX2,6,RNA,Original
16363,RB1,6,RNA,Original
16364,RB1CC1,6,RNA,Original
16365,RBAK,6,RNA,Original
16366,RBAK-LOC389458,6,RNA,Original
16367,RBAK-RBAKDN,6,RNA,Original
16368,RBBP4,6,RNA,Original
16369,RBBP5,6,RNA,Original
16370,RBBP6,6,RNA,Original
16371,RBBP7,6,RNA,Original
16372,RBBP8,6,RNA,Original
16373,RBBP8NL,6,RNA,Original
16374,RBBP9,6,RNA,Original
16375,RBCK1,6,RNA,Original
16376,RBFA,6,RNA,Original
16377,RBFOX1,6,RNA,Original
16378,RBFOX2,6,RNA,Original
16379,RBFOX3,6,RNA,Original
16380,RBKS,6,RNA,Original
16381,RBL1,6,RNA,Original
16382,RBL2,6,RNA,Original
16383,RBM10,6,RNA,Original
16384,RBM11,6,RNA,Original
16385,RBM12,6,RNA,Original
16386,RBM12B,6,RNA,Original
16387,RBM14,6,RNA,Original
16388,RBM14-RBM4,6,RNA,Original
16389,RBM15,6,RNA,Original
16390,RBM15B,6,RNA,Original
16391,RBM17,6,RNA,Original
16392,RBM18,6,RNA,Original
16393,RBM19,6,RNA,Original
16394,RBM20,6,RNA,Original
16395,RBM22,6,RNA,Original
16396,RBM23,6,RNA,Original
16397,RBM24,6,RNA,Original
16398,RBM25,6,RNA,Original
16399,RBM26,6,RNA,Original
16400,RBM27,6,RNA,Original
16401,RBM28,6,RNA,Original
16402,RBM3,6,RNA,Original
16403,RBM33,6,RNA,Original
16404,RBM34,6,RNA,Original
16405,RBM38,6,RNA,Original
16406,RBM39,6,RNA,Original
16407,RBM4,6,RNA,Original
16408,RBM41,6,RNA,Original
16409,RBM42,6,RNA,Original
16410,RBM43,6,RNA,Original
16411,RBM44,6,RNA,Original
16412,RBM45,6,RNA,Original
16413,RBM46,6,RNA,Original
16414,RBM47,6,RNA,Original
16415,RBM48,6,RNA,Original
16416,RBM4B,6,RNA,Original
16417,RBM5,6,RNA,Original
16418,RBM6,6,RNA,Original
16419,RBM7,6,RNA,Original
16420,RBM8A,6,RNA,Original
16421,RBMS1,6,RNA,Original
16422,RBMS2,6,RNA,Original
16423,RBMS3,6,RNA,Original
16424,RBMX,6,RNA,Original
16425,RBMX2,6,RNA,Original
16426,RBMXL1,6,RNA,Original
16427,RBMXL2,6,RNA,Original
16428,RBMXL3,6,RNA,Original
16429,RBMY1A1,6,RNA,Original
16430,RBMY1B,6,RNA,Original
16431,RBMY1D,6,RNA,Original
16432,RBMY1E,6,RNA,Original
16433,RBMY1F,6,RNA,Original
16434,RBMY1J,6,RNA,Original
16435,RBP1,6,RNA,Original
16436,RBP2,6,RNA,Original
16437,RBP3,6,RNA,Original
16438,RBP4,6,RNA,Original
16439,RBP5,6,RNA,Original
16440,RBP7,6,RNA,Original
16441,RBPJ,6,RNA,Original
16442,RBPJL,6,RNA,Original
16443,RBPMS,6,RNA,Original
16444,RBPMS2,6,RNA,Original
16445,RBX1,6,RNA,Original
16446,RC3H1,6,RNA,Original
16447,RC3H2,6,RNA,Original
16448,RCAN1,6,RNA,Original
16449,RCAN2,6,RNA,Original
16450,RCAN3,6,RNA,Original
16451,RCBTB1,6,RNA,Original
16452,RCBTB2,6,RNA,Original
16453,RCC1,6,RNA,Original
16454,RCC2,6,RNA,Original
16455,RCCD1,6,RNA,Original
16456,RCE1,6,RNA,Original
16457,RCHY1,6,RNA,Original
16458,RCL1,6,RNA,Original
16459,RCN1,6,RNA,Original
16460,RCN2,6,RNA,Original
16461,RCN3,6,RNA,Original
16462,RCOR1,6,RNA,Original
16463,RCOR2,6,RNA,Original
16464,RCOR3,6,RNA,Original
16465,RCSD1,6,RNA,Original
16466,RCVRN,6,RNA,Original
16467,RD3,6,RNA,Original
16468,RD3L,6,RNA,Original
16469,RDH10,6,RNA,Original
16470,RDH11,6,RNA,Original
16471,RDH12,6,RNA,Original
16472,RDH13,6,RNA,Original
16473,RDH14,6,RNA,Original
16474,RDH16,6,RNA,Original
16475,RDH5,6,RNA,Original
16476,RDH8,6,RNA,Original
16477,RDM1,6,RNA,Original
16478,RDX,6,RNA,Original
16479,REC8,6,RNA,Original
16480,RECK,6,RNA,Original
16481,RECQL,6,RNA,Original
16482,RECQL4,6,RNA,Original
16483,RECQL5,6,RNA,Original
16484,REEP1,6,RNA,Original
16485,REEP2,6,RNA,Original
16486,REEP3,6,RNA,Original
16487,REEP4,6,RNA,Original
16488,REEP5,6,RNA,Original
16489,REEP6,6,RNA,Original
16490,REG1A,6,RNA,Original
16491,REG1B,6,RNA,Original
16492,REG3A,6,RNA,Original
16493,REG3G,6,RNA,Original
16494,REG4,6,RNA,Original
16495,REL,6,RNA,Original
16496,RELA,6,RNA,Original
16497,RELB,6,RNA,Original
16498,RELL1,6,RNA,Original
16499,RELL2,6,RNA,Original
16500,RELN,6,RNA,Original
16501,RELT,6,RNA,Original
16502,REM1,6,RNA,Original
16503,REM2,6,RNA,Original
16504,REN,6,RNA,Original
16505,RENBP,6,RNA,Original
16506,REP15,6,RNA,Original
16507,REPIN1,6,RNA,Original
16508,REPS1,6,RNA,Original
16509,REPS2,6,RNA,Original
16510,RER1,6,RNA,Original
16511,RERE,6,RNA,Original
16512,RERG,6,RNA,Original
16513,RERGL,6,RNA,Original
16514,RESP18,6,RNA,Original
16515,REST,6,RNA,Original
16516,RET,6,RNA,Original
16517,RETN,6,RNA,Original
16518,RETNLB,6,RNA,Original
16519,RETSAT,6,RNA,Original
16520,REV1,6,RNA,Original
16521,REV3L,6,RNA,Original
16522,REXO1,6,RNA,Original
16523,REXO1L1,6,RNA,Original
16524,REXO2,6,RNA,Original
16525,REXO4,6,RNA,Original
