"","gene","freq","type","pam"
"1944","C19orf81",4,"RNA","Original"
"1945","C19orf84",4,"RNA","Original"
"1946","C1D",4,"RNA","Original"
"1947","C1GALT1",4,"RNA","Original"
"1948","C1GALT1C1",4,"RNA","Original"
"1949","C1GALT1C1L",4,"RNA","Original"
"1950","C1orf100",4,"RNA","Original"
"1951","C1orf101",4,"RNA","Original"
"1952","C1orf105",4,"RNA","Original"
"1953","C1orf106",4,"RNA","Original"
"1954","C1orf109",4,"RNA","Original"
"1955","C1orf110",4,"RNA","Original"
"1956","C1orf111",4,"RNA","Original"
"1957","C1orf112",4,"RNA","Original"
"1958","C1orf115",4,"RNA","Original"
"1959","C1orf116",4,"RNA","Original"
"1960","C1orf122",4,"RNA","Original"
"1961","C1orf123",4,"RNA","Original"
"1962","C1orf127",4,"RNA","Original"
"1963","C1orf131",4,"RNA","Original"
"1964","C1orf137",4,"RNA","Original"
"1965","C1orf141",4,"RNA","Original"
"1966","C1orf146",4,"RNA","Original"
"1967","C1orf158",4,"RNA","Original"
"1968","C1orf159",4,"RNA","Original"
"1969","C1orf162",4,"RNA","Original"
"1970","C1orf167",4,"RNA","Original"
"1971","C1orf168",4,"RNA","Original"
"1972","C1orf174",4,"RNA","Original"
"1973","C1orf177",4,"RNA","Original"
"1974","C1orf185",4,"RNA","Original"
"1975","C1orf186",4,"RNA","Original"
"1976","C1orf189",4,"RNA","Original"
"1977","C1orf194",4,"RNA","Original"
"1978","C1orf195",4,"RNA","Original"
"1979","C1orf198",4,"RNA","Original"
"1980","C1orf204",4,"RNA","Original"
"1981","C1orf21",4,"RNA","Original"
"1982","C1orf210",4,"RNA","Original"
"1983","C1orf216",4,"RNA","Original"
"1984","C1orf226",4,"RNA","Original"
"1985","C1orf228",4,"RNA","Original"
"1986","C1orf229",4,"RNA","Original"
"1987","C1orf233",4,"RNA","Original"
"1988","C1orf234",4,"RNA","Original"
"1989","C1orf27",4,"RNA","Original"
"1990","C1orf43",4,"RNA","Original"
"1991","C1orf50",4,"RNA","Original"
"1992","C1orf52",4,"RNA","Original"
"1993","C1orf53",4,"RNA","Original"
"1994","C1orf54",4,"RNA","Original"
"1995","C1orf56",4,"RNA","Original"
"1996","C1orf61",4,"RNA","Original"
"1997","C1orf64",4,"RNA","Original"
"1998","C1orf68",4,"RNA","Original"
"1999","C1orf86",4,"RNA","Original"
"2000","C1orf87",4,"RNA","Original"
"2001","C1orf94",4,"RNA","Original"
"2002","C1orf95",4,"RNA","Original"
"2003","C1QA",4,"RNA","Original"
"2004","C1QB",4,"RNA","Original"
"2005","C1QBP",4,"RNA","Original"
"2006","C1QC",4,"RNA","Original"
"2007","C1QL1",4,"RNA","Original"
"2008","C1QL2",4,"RNA","Original"
"2009","C1QL3",4,"RNA","Original"
"2010","C1QL4",4,"RNA","Original"
"2011","C1QTNF1",4,"RNA","Original"
"2012","C1QTNF2",4,"RNA","Original"
"2013","C1QTNF3",4,"RNA","Original"
"2014","C1QTNF4",4,"RNA","Original"
"2015","C1QTNF5",4,"RNA","Original"
"2016","C1QTNF6",4,"RNA","Original"
"2017","C1QTNF7",4,"RNA","Original"
"2018","C1QTNF8",4,"RNA","Original"
"2019","C1QTNF9",4,"RNA","Original"
"2020","C1QTNF9B",4,"RNA","Original"
"2021","C1QTNF9B-AS1",4,"RNA","Original"
"2022","C1RL",4,"RNA","Original"
"2023","C1S",4,"RNA","Original"
"2024","C2",4,"RNA","Original"
"2025","C20orf141",4,"RNA","Original"
"2026","C20orf144",4,"RNA","Original"
"2027","C20orf173",4,"RNA","Original"
"2028","C20orf194",4,"RNA","Original"
"2029","C20orf195",4,"RNA","Original"
"2030","C20orf196",4,"RNA","Original"
"2031","C20orf197",4,"RNA","Original"
"2032","C20orf202",4,"RNA","Original"
"2033","C20orf203",4,"RNA","Original"
"2034","C20orf24",4,"RNA","Original"
"2035","C20orf27",4,"RNA","Original"
"2036","C20orf62",4,"RNA","Original"
"2037","C20orf78",4,"RNA","Original"
"2038","C20orf85",4,"RNA","Original"
"2039","C20orf96",4,"RNA","Original"
"2040","C21orf140",4,"RNA","Original"
"2041","C21orf2",4,"RNA","Original"
"2042","C21orf33",4,"RNA","Original"
"2043","C21orf58",4,"RNA","Original"
"2044","C21orf59",4,"RNA","Original"
"2045","C21orf62",4,"RNA","Original"
"2046","C21orf91",4,"RNA","Original"
"2047","C22orf15",4,"RNA","Original"
"2048","C22orf23",4,"RNA","Original"
"2049","C22orf24",4,"RNA","Original"
"2050","C22orf29",4,"RNA","Original"
"2051","C22orf31",4,"RNA","Original"
"2052","C22orf34",4,"RNA","Original"
"2053","C22orf39",4,"RNA","Original"
"2054","C22orf42",4,"RNA","Original"
"2055","C22orf46",4,"RNA","Original"
"2056","C2CD2",4,"RNA","Original"
"2057","C2CD2L",4,"RNA","Original"
"2058","C2CD3",4,"RNA","Original"
"2059","C2CD4A",4,"RNA","Original"
"2060","C2CD4B",4,"RNA","Original"
"2061","C2CD4C",4,"RNA","Original"
"2062","C2CD4D",4,"RNA","Original"
"2063","C2CD5",4,"RNA","Original"
"2064","C2orf15",4,"RNA","Original"
"2065","C2orf16",4,"RNA","Original"
"2066","C2orf27A",4,"RNA","Original"
"2067","C2orf27B",4,"RNA","Original"
"2068","C2orf40",4,"RNA","Original"
"2069","C2orf42",4,"RNA","Original"
"2070","C2orf44",4,"RNA","Original"
"2071","C2orf47",4,"RNA","Original"
"2072","C2orf48",4,"RNA","Original"
"2073","C2orf49",4,"RNA","Original"
"2074","C2orf50",4,"RNA","Original"
"2075","C2orf54",4,"RNA","Original"
"2076","C2orf57",4,"RNA","Original"
"2077","C2orf61",4,"RNA","Original"
"2078","C2orf66",4,"RNA","Original"
"2079","C2orf68",4,"RNA","Original"
"2080","C2orf69",4,"RNA","Original"
"2081","C2orf70",4,"RNA","Original"
"2082","C2orf71",4,"RNA","Original"
"2083","C2orf72",4,"RNA","Original"
"2084","C2orf73",4,"RNA","Original"
"2085","C2orf74",4,"RNA","Original"
"2086","C2orf76",4,"RNA","Original"
"2087","C2orf78",4,"RNA","Original"
"2088","C2orf80",4,"RNA","Original"
"2089","C2orf81",4,"RNA","Original"
"2090","C2orf82",4,"RNA","Original"
"2091","C2orf83",4,"RNA","Original"
"2092","C2orf88",4,"RNA","Original"
"2093","C2orf91",4,"RNA","Original"
"2094","C3",4,"RNA","Original"
"2095","C3AR1",4,"RNA","Original"
"2096","C3orf14",4,"RNA","Original"
"2097","C3orf17",4,"RNA","Original"
"2098","C3orf18",4,"RNA","Original"
"2099","C3orf20",4,"RNA","Original"
"2100","C3orf22",4,"RNA","Original"
"2101","C3orf30",4,"RNA","Original"
"2102","C3orf33",4,"RNA","Original"
"2103","C3orf35",4,"RNA","Original"
"2104","C3orf36",4,"RNA","Original"
"2105","C3orf38",4,"RNA","Original"
"2106","C3orf52",4,"RNA","Original"
"2107","C3orf56",4,"RNA","Original"
"2108","C3orf58",4,"RNA","Original"
"2109","C3orf62",4,"RNA","Original"
"2110","C3orf67",4,"RNA","Original"
"2111","C3orf70",4,"RNA","Original"
"2112","C3orf79",4,"RNA","Original"
"2113","C3orf80",4,"RNA","Original"
"2114","C3orf84",4,"RNA","Original"
"2115","C4A",4,"RNA","Original"
"2116","C4B",4,"RNA","Original"
"2117","C4BPA",4,"RNA","Original"
"2118","C4BPB",4,"RNA","Original"
"2119","C4orf17",4,"RNA","Original"
"2120","C4orf19",4,"RNA","Original"
"2121","C4orf22",4,"RNA","Original"
"2122","C4orf26",4,"RNA","Original"
"2123","C4orf27",4,"RNA","Original"
"2124","C4orf29",4,"RNA","Original"
"2125","C4orf3",4,"RNA","Original"
"2126","C4orf32",4,"RNA","Original"
"2127","C4orf33",4,"RNA","Original"
"2128","C4orf36",4,"RNA","Original"
"2129","C4orf45",4,"RNA","Original"
"2130","C4orf46",4,"RNA","Original"
"2131","C4orf47",4,"RNA","Original"
"2132","C4orf48",4,"RNA","Original"
"2133","C4orf51",4,"RNA","Original"
"2134","C5",4,"RNA","Original"
"2135","C5AR1",4,"RNA","Original"
"2136","C5AR2",4,"RNA","Original"
"2137","C5orf15",4,"RNA","Original"
"2138","C5orf22",4,"RNA","Original"
"2139","C5orf24",4,"RNA","Original"
"2140","C5orf28",4,"RNA","Original"
"2141","C5orf30",4,"RNA","Original"
"2142","C5orf34",4,"RNA","Original"
"2143","C5orf38",4,"RNA","Original"
"2144","C5orf42",4,"RNA","Original"
"2145","C5orf45",4,"RNA","Original"
"2146","C5orf46",4,"RNA","Original"
"2147","C5orf47",4,"RNA","Original"
"2148","C5orf49",4,"RNA","Original"
"2149","C5orf51",4,"RNA","Original"
"2150","C5orf52",4,"RNA","Original"
"2151","C5orf63",4,"RNA","Original"
"2152","C5orf64",4,"RNA","Original"
"2153","C5orf66",4,"RNA","Original"
"2154","C5orf67",4,"RNA","Original"
"2155","C6",4,"RNA","Original"
"2156","C6orf1",4,"RNA","Original"
"2157","C6orf10",4,"RNA","Original"
"2158","C6orf106",4,"RNA","Original"
"2159","C6orf118",4,"RNA","Original"
"2160","C6orf120",4,"RNA","Original"
"2161","C6orf132",4,"RNA","Original"
"2162","C6orf136",4,"RNA","Original"
"2163","C6orf141",4,"RNA","Original"
"2164","C6orf15",4,"RNA","Original"
"2165","C6orf163",4,"RNA","Original"
"2166","C6orf165",4,"RNA","Original"
"2167","C6orf201",4,"RNA","Original"
"2168","C6orf203",4,"RNA","Original"
"2169","C6orf222",4,"RNA","Original"
"2170","C6orf223",4,"RNA","Original"
"2171","C6orf226",4,"RNA","Original"
"2172","C6orf229",4,"RNA","Original"
"2173","C6orf25",4,"RNA","Original"
"2174","C6orf47",4,"RNA","Original"
"2175","C6orf48",4,"RNA","Original"
"2176","C6orf52",4,"RNA","Original"
"2177","C6orf58",4,"RNA","Original"
"2178","C6orf62",4,"RNA","Original"
"2179","C6orf7",4,"RNA","Original"
"2180","C6orf89",4,"RNA","Original"
"2181","C6orf99",4,"RNA","Original"
"2182","C7",4,"RNA","Original"
"2183","C7orf25",4,"RNA","Original"
"2184","C7orf26",4,"RNA","Original"
"2185","C7orf31",4,"RNA","Original"
"2186","C7orf33",4,"RNA","Original"
"2187","C7orf34",4,"RNA","Original"
"2188","C7orf43",4,"RNA","Original"
"2189","C7orf49",4,"RNA","Original"
"2190","C7orf50",4,"RNA","Original"
"2191","C7orf55",4,"RNA","Original"
"2192","C7orf55-LUC7L2",4,"RNA","Original"
"2193","C7orf57",4,"RNA","Original"
"2194","C7orf60",4,"RNA","Original"
"2195","C7orf61",4,"RNA","Original"
"2196","C7orf62",4,"RNA","Original"
"2197","C7orf65",4,"RNA","Original"
"2198","C7orf66",4,"RNA","Original"
"2199","C7orf69",4,"RNA","Original"
"2200","C7orf71",4,"RNA","Original"
"2201","C7orf72",4,"RNA","Original"
"2202","C7orf73",4,"RNA","Original"
"2203","C7orf76",4,"RNA","Original"
"2204","C7orf77",4,"RNA","Original"
"2205","C8A",4,"RNA","Original"
"2206","C8B",4,"RNA","Original"
"2207","C8G",4,"RNA","Original"
"2208","C8orf22",4,"RNA","Original"
"2209","C8orf31",4,"RNA","Original"
"2210","C8orf33",4,"RNA","Original"
"2211","C8orf34",4,"RNA","Original"
"2212","C8orf37",4,"RNA","Original"
"2213","C8orf4",4,"RNA","Original"
"2214","C8orf44",4,"RNA","Original"
"2215","C8orf44-SGK3",4,"RNA","Original"
"2216","C8orf46",4,"RNA","Original"
"2217","C8orf48",4,"RNA","Original"
"2218","C8orf58",4,"RNA","Original"
"2219","C8orf59",4,"RNA","Original"
"2220","C8orf74",4,"RNA","Original"
"2221","C8orf76",4,"RNA","Original"
"2222","C8orf82",4,"RNA","Original"
"2223","C8orf86",4,"RNA","Original"
"2224","C8orf87",4,"RNA","Original"
"2225","C8orf88",4,"RNA","Original"
"2226","C8orf89",4,"RNA","Original"
"2227","C9",4,"RNA","Original"
"2228","C9orf106",4,"RNA","Original"
"2229","C9orf114",4,"RNA","Original"
"2230","C9orf116",4,"RNA","Original"
"2231","C9orf117",4,"RNA","Original"
"2232","C9orf129",4,"RNA","Original"
"2233","C9orf131",4,"RNA","Original"
"2234","C9orf135",4,"RNA","Original"
"2235","C9orf139",4,"RNA","Original"
"2236","C9orf142",4,"RNA","Original"
"2237","C9orf152",4,"RNA","Original"
"2238","C9orf153",4,"RNA","Original"
"2239","C9orf156",4,"RNA","Original"
"2240","C9orf16",4,"RNA","Original"
"2241","C9orf163",4,"RNA","Original"
"2242","C9orf170",4,"RNA","Original"
"2243","C9orf171",4,"RNA","Original"
"2244","C9orf172",4,"RNA","Original"
"2245","C9orf173",4,"RNA","Original"
"2246","C9orf24",4,"RNA","Original"
"2247","C9orf3",4,"RNA","Original"
"2248","C9orf40",4,"RNA","Original"
"2249","C9orf41",4,"RNA","Original"
"2250","C9orf43",4,"RNA","Original"
"2251","C9orf47",4,"RNA","Original"
"2252","C9orf50",4,"RNA","Original"
"2253","C9orf57",4,"RNA","Original"
"2254","C9orf62",4,"RNA","Original"
"2255","C9orf64",4,"RNA","Original"
"2256","C9orf66",4,"RNA","Original"
"2257","C9orf69",4,"RNA","Original"
"2258","C9orf72",4,"RNA","Original"
"2259","C9orf78",4,"RNA","Original"
"2260","C9orf84",4,"RNA","Original"
"2261","C9orf85",4,"RNA","Original"
"2262","C9orf89",4,"RNA","Original"
"2263","C9orf9",4,"RNA","Original"
"2264","C9orf91",4,"RNA","Original"
"2265","C9orf92",4,"RNA","Original"
"2266","CA1",4,"RNA","Original"
"2267","CA10",4,"RNA","Original"
"2268","CA11",4,"RNA","Original"
"2269","CA12",4,"RNA","Original"
"2270","CA13",4,"RNA","Original"
"2271","CA14",4,"RNA","Original"
"2272","CA2",4,"RNA","Original"
"2273","CA3",4,"RNA","Original"
"2274","CA4",4,"RNA","Original"
"2275","CA5A",4,"RNA","Original"
"2276","CA5B",4,"RNA","Original"
"2277","CA6",4,"RNA","Original"
"2278","CA7",4,"RNA","Original"
"2279","CA8",4,"RNA","Original"
"2280","CA9",4,"RNA","Original"
"2281","CAAP1",4,"RNA","Original"
"2282","CAB39",4,"RNA","Original"
"2283","CAB39L",4,"RNA","Original"
"2284","CABIN1",4,"RNA","Original"
"2285","CABLES1",4,"RNA","Original"
"2286","CABLES2",4,"RNA","Original"
"2287","CABP1",4,"RNA","Original"
"2288","CABP2",4,"RNA","Original"
"2289","CABP4",4,"RNA","Original"
"2290","CABP5",4,"RNA","Original"
"2291","CABP7",4,"RNA","Original"
"2292","CABS1",4,"RNA","Original"
"2293","CABYR",4,"RNA","Original"
"2294","CACFD1",4,"RNA","Original"
"2295","CACHD1",4,"RNA","Original"
"2296","CACNA1A",4,"RNA","Original"
"2297","CACNA1B",4,"RNA","Original"
"2298","CACNA1C",4,"RNA","Original"
"2299","CACNA1D",4,"RNA","Original"
"2300","CACNA1E",4,"RNA","Original"
"2301","CACNA1F",4,"RNA","Original"
"2302","CACNA1G",4,"RNA","Original"
"2303","CACNA1H",4,"RNA","Original"
"2304","CACNA1I",4,"RNA","Original"
"2305","CACNA1S",4,"RNA","Original"
"2306","CACNA2D1",4,"RNA","Original"
"2307","CACNA2D2",4,"RNA","Original"
"2308","CACNA2D3",4,"RNA","Original"
"2309","CACNA2D4",4,"RNA","Original"
"2310","CACNB1",4,"RNA","Original"
"2311","CACNB2",4,"RNA","Original"
"2312","CACNB3",4,"RNA","Original"
"2313","CACNB4",4,"RNA","Original"
"2314","CACNG1",4,"RNA","Original"
"2315","CACNG2",4,"RNA","Original"
"2316","CACNG3",4,"RNA","Original"
"2317","CACNG4",4,"RNA","Original"
"2318","CACNG5",4,"RNA","Original"
"2319","CACNG6",4,"RNA","Original"
"2320","CACNG7",4,"RNA","Original"
"2321","CACNG8",4,"RNA","Original"
"2322","CACTIN",4,"RNA","Original"
"2323","CACUL1",4,"RNA","Original"
"2324","CACYBP",4,"RNA","Original"
"2325","CAD",4,"RNA","Original"
"2326","CADM1",4,"RNA","Original"
"2327","CADM2",4,"RNA","Original"
"2328","CADM3",4,"RNA","Original"
"2329","CADM4",4,"RNA","Original"
"2330","CADPS",4,"RNA","Original"
"2331","CADPS2",4,"RNA","Original"
"2332","CAGE1",4,"RNA","Original"
"2333","CALB1",4,"RNA","Original"
"2334","CALB2",4,"RNA","Original"
"2335","CALCA",4,"RNA","Original"
"2336","CALCB",4,"RNA","Original"
"2337","CALCOCO1",4,"RNA","Original"
"2338","CALCOCO2",4,"RNA","Original"
"2339","CALCR",4,"RNA","Original"
"2340","CALCRL",4,"RNA","Original"
"2341","CALD1",4,"RNA","Original"
"2342","CALHM1",4,"RNA","Original"
"2343","CALHM2",4,"RNA","Original"
"2344","CALHM3",4,"RNA","Original"
"2345","CALM1",4,"RNA","Original"
"2346","CALM3",4,"RNA","Original"
"2347","CALML3",4,"RNA","Original"
"2348","CALML4",4,"RNA","Original"
"2349","CALML5",4,"RNA","Original"
"2350","CALML6",4,"RNA","Original"
"2351","CALN1",4,"RNA","Original"
"2352","CALR",4,"RNA","Original"
"2353","CALR3",4,"RNA","Original"
"2354","CALU",4,"RNA","Original"
"2355","CALY",4,"RNA","Original"
"2356","CAMK1",4,"RNA","Original"
"2357","CAMK1D",4,"RNA","Original"
"2358","CAMK1G",4,"RNA","Original"
"2359","CAMK2A",4,"RNA","Original"
"2360","CAMK2B",4,"RNA","Original"
"2361","CAMK2D",4,"RNA","Original"
"2362","CAMK2G",4,"RNA","Original"
"2363","CAMK2N1",4,"RNA","Original"
"2364","CAMK2N2",4,"RNA","Original"
"2365","CAMK4",4,"RNA","Original"
"2366","CAMKK1",4,"RNA","Original"
"2367","CAMKK2",4,"RNA","Original"
"2368","CAMKMT",4,"RNA","Original"
"2369","CAMKV",4,"RNA","Original"
"2370","CAMLG",4,"RNA","Original"
"2371","CAMP",4,"RNA","Original"
"2372","CAMSAP1",4,"RNA","Original"
"2373","CAMSAP2",4,"RNA","Original"
"2374","CAMSAP3",4,"RNA","Original"
"2375","CAMTA1",4,"RNA","Original"
"2376","CAMTA2",4,"RNA","Original"
"2377","CAND1",4,"RNA","Original"
"2378","CAND2",4,"RNA","Original"
"2379","CANT1",4,"RNA","Original"
"2380","CANX",4,"RNA","Original"
"2381","CAP1",4,"RNA","Original"
"2382","CAP2",4,"RNA","Original"
"2383","CAPG",4,"RNA","Original"
"2384","CAPN1",4,"RNA","Original"
"2385","CAPN10",4,"RNA","Original"
"2386","CAPN11",4,"RNA","Original"
"2387","CAPN12",4,"RNA","Original"
"2388","CAPN13",4,"RNA","Original"
"2389","CAPN14",4,"RNA","Original"
"2390","CAPN15",4,"RNA","Original"
"2391","CAPN2",4,"RNA","Original"
"2392","CAPN3",4,"RNA","Original"
"2393","CAPN5",4,"RNA","Original"
"2394","CAPN6",4,"RNA","Original"
"2395","CAPN7",4,"RNA","Original"
"2396","CAPN8",4,"RNA","Original"
"2397","CAPN9",4,"RNA","Original"
"2398","CAPNS1",4,"RNA","Original"
"2399","CAPNS2",4,"RNA","Original"
"2400","CAPRIN1",4,"RNA","Original"
"2401","CAPRIN2",4,"RNA","Original"
"2402","CAPS",4,"RNA","Original"
"2403","CAPS2",4,"RNA","Original"
"2404","CAPSL",4,"RNA","Original"
"2405","CAPZA1",4,"RNA","Original"
"2406","CAPZA2",4,"RNA","Original"
"2407","CAPZA3",4,"RNA","Original"
"2408","CAPZB",4,"RNA","Original"
"2409","CARD10",4,"RNA","Original"
"2410","CARD11",4,"RNA","Original"
"2411","CARD14",4,"RNA","Original"
"2412","CARD16",4,"RNA","Original"
"2413","CARD17",4,"RNA","Original"
"2414","CARD18",4,"RNA","Original"
"2415","CARD6",4,"RNA","Original"
"2416","CARD8",4,"RNA","Original"
"2417","CARD9",4,"RNA","Original"
"2418","CARF",4,"RNA","Original"
"2419","CARHSP1",4,"RNA","Original"
"2420","CARKD",4,"RNA","Original"
"2421","CARM1",4,"RNA","Original"
"2422","CARNS1",4,"RNA","Original"
"2423","CARS",4,"RNA","Original"
"2424","CARTPT",4,"RNA","Original"
"2425","CASC1",4,"RNA","Original"
"2426","CASC10",4,"RNA","Original"
"2427","CASC3",4,"RNA","Original"
"2428","CASC4",4,"RNA","Original"
"2429","CASC5",4,"RNA","Original"
"2430","CASD1",4,"RNA","Original"
"2431","CASK",4,"RNA","Original"
"2432","CASKIN1",4,"RNA","Original"
"2433","CASKIN2",4,"RNA","Original"
"2434","CASP1",4,"RNA","Original"
"2435","CASP10",4,"RNA","Original"
"2436","CASP14",4,"RNA","Original"
"2437","CASP2",4,"RNA","Original"
"2438","CASP3",4,"RNA","Original"
"2439","CASP4",4,"RNA","Original"
"2440","CASP5",4,"RNA","Original"
"2441","CASP6",4,"RNA","Original"
"2442","CASP7",4,"RNA","Original"
"2443","CASP8",4,"RNA","Original"
"2444","CASP9",4,"RNA","Original"
"2445","CASQ1",4,"RNA","Original"
"2446","CASQ2",4,"RNA","Original"
"2447","CASR",4,"RNA","Original"
"2448","CASS4",4,"RNA","Original"
"2449","CAST",4,"RNA","Original"
"2450","CASZ1",4,"RNA","Original"
"2451","CAT",4,"RNA","Original"
"2452","CATIP",4,"RNA","Original"
"2453","CATSPER1",4,"RNA","Original"
"2454","CATSPER2",4,"RNA","Original"
"2455","CATSPER3",4,"RNA","Original"
"2456","CATSPER4",4,"RNA","Original"
"2457","CATSPERB",4,"RNA","Original"
"2458","CATSPERD",4,"RNA","Original"
"2459","CATSPERG",4,"RNA","Original"
"2460","CAV1",4,"RNA","Original"
"2461","CAV2",4,"RNA","Original"
"2462","CAV3",4,"RNA","Original"
"2463","CBFA2T2",4,"RNA","Original"
"2464","CBFA2T3",4,"RNA","Original"
"2465","CBFB",4,"RNA","Original"
"2466","CBL",4,"RNA","Original"
"2467","CBLB",4,"RNA","Original"
"2468","CBLC",4,"RNA","Original"
"2469","CBLL1",4,"RNA","Original"
"2470","CBLN1",4,"RNA","Original"
"2471","CBLN2",4,"RNA","Original"
"2472","CBLN3",4,"RNA","Original"
"2473","CBLN4",4,"RNA","Original"
"2474","CBR1",4,"RNA","Original"
"2475","CBR3",4,"RNA","Original"
"2476","CBR4",4,"RNA","Original"
"2477","CBS",4,"RNA","Original"
"2478","CBWD1",4,"RNA","Original"
"2479","CBWD2",4,"RNA","Original"
"2480","CBWD3",4,"RNA","Original"
"2481","CBWD5",4,"RNA","Original"
"2482","CBWD6",4,"RNA","Original"
"2483","CBX1",4,"RNA","Original"
"2484","CBX2",4,"RNA","Original"
"2485","CBX3",4,"RNA","Original"
"2486","CBX4",4,"RNA","Original"
"2487","CBX5",4,"RNA","Original"
"2488","CBX6",4,"RNA","Original"
"2489","CBX7",4,"RNA","Original"
"2490","CBX8",4,"RNA","Original"
"2491","CBY1",4,"RNA","Original"
"2492","CBY3",4,"RNA","Original"
"2493","CC2D1A",4,"RNA","Original"
"2494","CC2D1B",4,"RNA","Original"
"2495","CC2D2A",4,"RNA","Original"
"2496","CC2D2B",4,"RNA","Original"
"2497","CCAR1",4,"RNA","Original"
"2498","CCAR2",4,"RNA","Original"
"2499","CCBE1",4,"RNA","Original"
"2500","CCBL1",4,"RNA","Original"
"2501","CCBL2",4,"RNA","Original"
"2502","CCDC101",4,"RNA","Original"
"2503","CCDC102A",4,"RNA","Original"
"2504","CCDC102B",4,"RNA","Original"
"2505","CCDC103",4,"RNA","Original"
"2506","CCDC105",4,"RNA","Original"
"2507","CCDC106",4,"RNA","Original"
"2508","CCDC107",4,"RNA","Original"
"2509","CCDC108",4,"RNA","Original"
"2510","CCDC109B",4,"RNA","Original"
"2511","CCDC110",4,"RNA","Original"
"2512","CCDC112",4,"RNA","Original"
"2513","CCDC113",4,"RNA","Original"
"2514","CCDC114",4,"RNA","Original"
"2515","CCDC115",4,"RNA","Original"
"2516","CCDC116",4,"RNA","Original"
"2517","CCDC117",4,"RNA","Original"
"2518","CCDC12",4,"RNA","Original"
"2519","CCDC120",4,"RNA","Original"
"2520","CCDC121",4,"RNA","Original"
"2521","CCDC122",4,"RNA","Original"
"2522","CCDC124",4,"RNA","Original"
"2523","CCDC125",4,"RNA","Original"
"2524","CCDC126",4,"RNA","Original"
"2525","CCDC127",4,"RNA","Original"
"2526","CCDC129",4,"RNA","Original"
"2527","CCDC13",4,"RNA","Original"
"2528","CCDC130",4,"RNA","Original"
"2529","CCDC132",4,"RNA","Original"
"2530","CCDC134",4,"RNA","Original"
"2531","CCDC136",4,"RNA","Original"
"2532","CCDC137",4,"RNA","Original"
"2533","CCDC138",4,"RNA","Original"
"2534","CCDC14",4,"RNA","Original"
"2535","CCDC140",4,"RNA","Original"
"2536","CCDC141",4,"RNA","Original"
"2537","CCDC142",4,"RNA","Original"
"2538","CCDC144A",4,"RNA","Original"
"2539","CCDC144NL",4,"RNA","Original"
"2540","CCDC146",4,"RNA","Original"
"2541","CCDC148",4,"RNA","Original"
"2542","CCDC149",4,"RNA","Original"
"2543","CCDC15",4,"RNA","Original"
"2544","CCDC150",4,"RNA","Original"
"2545","CCDC151",4,"RNA","Original"
"2546","CCDC152",4,"RNA","Original"
"2547","CCDC153",4,"RNA","Original"
"2548","CCDC154",4,"RNA","Original"
"2549","CCDC155",4,"RNA","Original"
"2550","CCDC157",4,"RNA","Original"
"2551","CCDC158",4,"RNA","Original"
"2552","CCDC159",4,"RNA","Original"
"2553","CCDC160",4,"RNA","Original"
"2554","CCDC166",4,"RNA","Original"
"2555","CCDC167",4,"RNA","Original"
"2556","CCDC168",4,"RNA","Original"
"2557","CCDC169",4,"RNA","Original"
"2558","CCDC169-SOHLH2",4,"RNA","Original"
"2559","CCDC17",4,"RNA","Original"
"2560","CCDC170",4,"RNA","Original"
"2561","CCDC171",4,"RNA","Original"
"2562","CCDC172",4,"RNA","Original"
"2563","CCDC173",4,"RNA","Original"
"2564","CCDC174",4,"RNA","Original"
"2565","CCDC175",4,"RNA","Original"
"2566","CCDC176",4,"RNA","Original"
"2567","CCDC177",4,"RNA","Original"
"2568","CCDC178",4,"RNA","Original"
"2569","CCDC179",4,"RNA","Original"
"2570","CCDC18",4,"RNA","Original"
"2571","CCDC180",4,"RNA","Original"
"2572","CCDC181",4,"RNA","Original"
"2573","CCDC182",4,"RNA","Original"
"2574","CCDC183",4,"RNA","Original"
"2575","CCDC184",4,"RNA","Original"
"2576","CCDC185",4,"RNA","Original"
"2577","CCDC186",4,"RNA","Original"
"2578","CCDC22",4,"RNA","Original"
"2579","CCDC23",4,"RNA","Original"
"2580","CCDC24",4,"RNA","Original"
"2581","CCDC25",4,"RNA","Original"
"2582","CCDC27",4,"RNA","Original"
"2583","CCDC28A",4,"RNA","Original"
"2584","CCDC28B",4,"RNA","Original"
"2585","CCDC3",4,"RNA","Original"
"2586","CCDC30",4,"RNA","Original"
"2587","CCDC33",4,"RNA","Original"
"2588","CCDC34",4,"RNA","Original"
"2589","CCDC36",4,"RNA","Original"
"2590","CCDC37",4,"RNA","Original"
"2591","CCDC38",4,"RNA","Original"
"2592","CCDC39",4,"RNA","Original"
"2593","CCDC40",4,"RNA","Original"
"2594","CCDC42",4,"RNA","Original"
"2595","CCDC42B",4,"RNA","Original"
"2596","CCDC43",4,"RNA","Original"
"2597","CCDC47",4,"RNA","Original"
"2598","CCDC50",4,"RNA","Original"
"2599","CCDC51",4,"RNA","Original"
"2600","CCDC53",4,"RNA","Original"
"2601","CCDC54",4,"RNA","Original"
"2602","CCDC57",4,"RNA","Original"
"2603","CCDC58",4,"RNA","Original"
"2604","CCDC59",4,"RNA","Original"
"2605","CCDC6",4,"RNA","Original"
"2606","CCDC60",4,"RNA","Original"
"2607","CCDC61",4,"RNA","Original"
"2608","CCDC62",4,"RNA","Original"
"2609","CCDC63",4,"RNA","Original"
"2610","CCDC64",4,"RNA","Original"
